product_id,product_name,predicted_category,predicted_sub_category,category_confidence,sub_category_confidence,category_source,sub_category_source,needs_review
970567177,Bud Light Lime Straw-ber-rita In Cans - 4-16 FZ,Hard Beverage,Flavored Hard Beverages,1.0,0.2857,dataset,fallback,NO
960497991,Bud Light Mango Beer - 25 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
970126268,Bud Light NEXT Beer Light Beer Bottles - 6-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
26322039,Bud Light NEXT Lager American Beer 12 fl oz,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
970057103,Bud Light NEXT Zero Carbs American Lager Beer in Cans - 12 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
960434128,Bud Light Next Light Beer In Cans - 6-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
960324244,Bud Light Orange Beer Bottles - 12-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
960324243,Bud Light Orange Beer Bottles - 6-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
960305962,Bud Light Platinum 6% ABV Beer In Slim Cans - 18-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
45062,Bud Light Platinum American Lager Beer 12 fl oz,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
960062684,Bud Light Platinum American Lager Beer in Bottles - 12 - 12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
960062722,Bud Light Platinum American Lager Beer in Bottles - 6 - 12 Fl. Oz.,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
960083839,Bud Light Platinum American Lager Beer in Cans - 12 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
45112,Bud Light Platinum Beer 6 Pack,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
960145473,Bud Light Platinum Beer Can - 25 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
960075837,Bud Light Platinum Bottles - 18-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
b99b7368-0f62-5f18-9461-29e134cc4c82,"Bud Light Premium Lager Beer, Lime (6 x 12 fl oz)",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
df9e80c4-8915-574f-a542-8d0544ba9063,Budweiser 25oz Can,Hard Beverage,Cider,1.0,0.3333,dataset,fallback,NO
960144849,Budweiser 5% ABV Beer In Cans - 12-8 Fl. Oz.,Beer,Light Lager,1.0,0.2326,dataset,fallback,NO
960196876,Budweiser 5% ABV Beer In Cans - 15-16 Fl. Oz.,Beer,Light Lager,1.0,0.2326,batch_cache,fallback,YES
0001820011168,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
0001820011047,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820000018,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820020128,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820097008,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820011218,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820008981,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820000834,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820000771,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820000473,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820025000,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820011308,Budweiser American Lager Beer,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
9587aa8c-8d8b-5bbe-97ef-e27760d2d526,Budweiser American Lager Beer (12 x 12 fl oz),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
cb37a2b3-1074-5394-abe9-1b7caf5abb30,Budweiser American Lager Beer (3 x 25 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
8bcf0d44-2557-501b-a13e-34829a93177d,Budweiser American Lager Beer (6 x 12 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
16306362,"Budweiser American Lager Beer 12 Pack, 12 Fl Oz Bottles 12 fl oz",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
19252310,"Budweiser American Lager Beer 12 Pack, 16 Fl Oz Cans 16 fl oz",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
95172,Budweiser American Lager Beer 12 fl oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
16306362,Budweiser American Lager Beer 12 fl oz,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
45118,Budweiser American Lager Beer 12 fl oz,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
34635032,Budweiser American Lager Beer 12 fl oz,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
10984472,Budweiser American Lager Beer 12 pack 12 fl oz Aluminum Cans 5% ABV,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
10984456,Budweiser American Lager Beer 12 pack 12 fl oz Glass Bottles 5% ABV,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
47064314,Budweiser American Lager Beer 12 pack 16 fl oz Aluminum Bottles 5% ABV,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
76826,Budweiser American Lager Beer 12 pk Bottles 12 oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
45067,"Budweiser American Lager Beer 15 Pack, 16 Fl Oz Aluminum Bottles 16 fl oz",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
P1820096539,"Budweiser American Lager Beer 15 Pack, 16 fl oz Aluminum Bottles",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
100334,Budweiser American Lager Beer 16 fl oz,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
10984474,Budweiser American Lager Beer 18 pack 12 fl oz Aluminum Cans 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
10984470,Budweiser American Lager Beer 20 Pack 12 fl oz Glass Bottles 5% ABV,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
10984473,Budweiser American Lager Beer 24 pack 12 fl oz Aluminum Cans 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
15561369,Budweiser American Lager Beer 24 pack 12 fl oz Glass Bottles 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
76905,Budweiser American Lager Beer 24 pk Cans 12 oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
100314,Budweiser American Lager Beer 25 Fl Oz Can 25 fl oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
27465094,Budweiser American Lager Beer 25 fl oz 1 Aluminum Can 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
27465091,Budweiser American Lager Beer 3 pack 25 fl oz Aluminum Cans 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
1729946,Budweiser American Lager Beer 3 pk Cans 25 oz,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
10984471,Budweiser American Lager Beer 30 pack 12 fl oz Aluminum Cans 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
15561370,Budweiser American Lager Beer 36 pack 12 fl oz Aluminum Cans 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
10984460,Budweiser American Lager Beer 6 pack 12 fl oz Glass Bottles 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
15718149,Budweiser American Lager Beer 6 pack 16 fl oz Aluminum Cans 5% ABV,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
1729861,Budweiser American Lager Beer Can 25 oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
970461308,Budweiser American Lager Beer in Bottle - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
189010270,Budweiser American Lager Beer in Bottles - 12 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189010645,Budweiser American Lager Beer in Bottles - 18 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
289013302,Budweiser American Lager Beer in Bottles - 20 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189010027,Budweiser American Lager Beer in Bottles - 24 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189010386,Budweiser American Lager Beer in Bottles - 6 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
960088305,Budweiser American Lager Beer in Can - 25 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
189010279,Budweiser American Lager Beer in Cans - 12 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
960464920,Budweiser American Lager Beer in Cans - 12 - 16 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189010167,Budweiser American Lager Beer in Cans - 18 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
289012073,Budweiser American Lager Beer in Cans - 24 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
960173956,Budweiser American Lager Beer in Cans - 24 - 16 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189012036,Budweiser American Lager Beer in Cans - 30 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189010365,Budweiser American Lager Beer in Cans - 6 - 12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189010594,Budweiser American Lager Beer in Cans - 6 - 16 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29901-3,Budweiser American Lager Beer-1/2 Keg,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29900-3,Budweiser American Lager Beer-1/4 Keg,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29903-3,Budweiser American Lager Beer-1/6 Keg,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29195-2,Budweiser American Lager Beer-12-16ozAlmBtl,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29088-2,Budweiser American Lager Beer-12-7.5oz cans,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29115-2,Budweiser American Lager Beer-12pk-10oz Cans,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29127-2,Budweiser American Lager Beer-12pk-12oz Btls,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29122-2,Budweiser American Lager Beer-12pk-12oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29500-2,Budweiser American Lager Beer-12pk-16oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29151-3,Budweiser American Lager Beer-15-16oz AlmBtls,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
108805143-2,Budweiser American Lager Beer-15pk-12oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29135-3,Budweiser American Lager Beer-18-12oz Btls,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29119-3,Budweiser American Lager Beer-18-12oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29158-3,Budweiser American Lager Beer-18-16oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29136-3,Budweiser American Lager Beer-20-12oz Btls,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29120-3,Budweiser American Lager Beer-20-12oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29151198-3,Budweiser American Lager Beer-20-16ozAlmBtl,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29110-3,Budweiser American Lager Beer-24-10oz Can,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29128-3,Budweiser American Lager Beer-24-12oz Btls,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29123-3,Budweiser American Lager Beer-24-12oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29171-3,Budweiser American Lager Beer-24-16oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29245-2,Budweiser American Lager Beer-24oz Can - 3 pack,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29224-1,Budweiser American Lager Beer-25oz Can,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
29124-3,Budweiser American Lager Beer-30-12oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29125-3,Budweiser American Lager Beer-36-12oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29126-2,Budweiser American Lager Beer-6pk-12oz Btls,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29163-2,Budweiser American Lager Beer-6pk-16oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29861-2,Budweiser American Lager Beer-8pk-16oz AlmBtls,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
291904-2,Budweiser American Lager Beer-8pk-16oz Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
29216-2,Budweiser American Lager Beer-Pack,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
39093370472,Budweiser American Lager Bottles,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
15233780978,Budweiser American Lager Can,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
30953732784,Budweiser American Lager Can,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
9076923376,Budweiser American Lager Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
cd074c07-5387-5701-afa3-dc2f9ef9d8f7,Budweiser American Style Lager Beer (12 x 12 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
259d685e-54d4-5ca5-8ef7-7930b1d28e6d,Budweiser American Style Lager Beer (25 fl oz),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
60472616-a33d-578a-bc11-7462b9b4e9e7,Budweiser American-Style Beer (25 fl oz),Beer,Variety Packs,1.0,0.2927,dataset,fallback,NO
baaf462b-c082-5454-85da-178eb95ee2da,Budweiser American-Style Lager Beer (15 x 12 fl oz),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
77f8da48-dd4c-5d49-a3cd-b3795042ac1c,Budweiser American-Style Lager Beer (18 x 12 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
189010719,Budweiser Beer Bottle - 40 Fl. Oz.,Beer,Light Lager,1.0,0.2581,dataset,fallback,NO
45118,Budweiser Beer Bottles,Beer,Classic Lager,1.0,0.3333,dataset,fallback,NO
960144552,Budweiser Beer Bottles - 12-16 Fl. Oz.,Beer,Classic Lager,1.0,0.2632,dataset,fallback,NO
95169,Budweiser Beer Bottles - 24 x 12 fl oz,Beer,Classic Lager,1.0,0.3125,dataset,fallback,NO
16306364,Budweiser Beer Cans - 12 x 12 fl oz,Beer,Light Lager,1.0,0.2222,dataset,fallback,NO
95172,Budweiser Beer Cans - 24 x 12 fl oz,Beer,Light Lager,1.0,0.2222,batch_cache,fallback,YES
93216712,Budweiser Beer Holiday Pint Glasses 532 ml,Beer,Light Lager,1.0,0.3415,dataset,fallback,NO
960173935,Budweiser Beer In Bottle - 32 Fl. Oz.,Beer,Light Lager,1.0,0.2941,dataset,fallback,NO
960144083,Budweiser Beer In Bottles - 20-16 Fl. Oz.,Beer,Light Lager,1.0,0.2564,batch_cache,fallback,YES
960056824,Budweiser Beer In Cans - 20-12 Fl. Oz.,Beer,Light Lager,1.0,0.2222,dataset,fallback,NO
960044392,Budweiser Beer In Cans - 8-16 Fl. Oz.,Beer,Light Lager,1.0,0.2286,batch_cache,fallback,YES
66a8c4d5-8550-5b63-ba0e-5fbe455e72b2,Budweiser Beer Lager (36 x 12 fl oz),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
816646030,"Budweiser Beer, 12 Pack 16 fl. oz. Aluminum Cans, 5% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
22563306,"Budweiser Beer, 12 Pack 8 fl. oz. Cans, 5.0% ABV, Domestic",Non-alcoholic Beer,Non-alcoholic Beer,1.0,0.1429,dataset,fallback,NO
19500058,"Budweiser Beer, 15 Pack 16 fl. oz. Aluminum Bottles, 5% ABV, Domestic Lager, 5.0% ABV",Non-alcoholic Beer,Non-alcoholic Beer,1.0,0.1471,dataset,fallback,NO
153760167,"Budweiser Beer, 15 Pack 16 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
19500047,"Budweiser Beer, 15 Pack Beer, 12 fl oz Aluminum Cans, 5 % ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
22790201,"Budweiser Beer, 18 Pack 16 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
10984475,"Budweiser Beer, 18 Pack Beer, 12 fl oz Glass Bottles, 5.0% ABV, Domestic Lager",Non-alcoholic Beer,Non-alcoholic Beer,1.0,0.1455,dataset,fallback,NO
15610328,"Budweiser Beer, 20 Pack Beer, 12 fl oz Aluminum Cans, 5.0 % ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
47064312,"Budweiser Beer, 20 Pack Beer, 16 fl oz Glass Bottles, 5% ABV, Domestic Lager",Non-alcoholic Beer,Non-alcoholic Beer,1.0,0.1509,batch_cache,fallback,YES
15610327,"Budweiser Beer, 24 Pack 10 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
42294354,"Budweiser Beer, 24 Pack 16 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
22563300,"Budweiser Beer, 4 Pack 16 fl. oz. Aluminum Cans, 5% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
15611245,"Budweiser Beer, 40 fl oz 1 Glass Bottle, Domestic Lager, 5% ABV",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
20864304,"Budweiser Beer, 6 Pack Beer, 12 fl oz Aluminum Cans, 5 % ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
19500042,"Budweiser Beer, 8 Pack Beer, 16 fl oz Aluminum Cans, 5.0 % ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
8943706082,Budweiser Bottle,Beer,Light Lager,1.0,0.2963,dataset,fallback,NO
960088313,Budweiser Chelada Picante Beer Can - 25 Fl. Oz.,Beer,Classic Lager,1.0,0.3043,dataset,fallback,NO
0001820025510,Budweiser Chelada Picante Beer Single Can 25 fl oz,Beer,Classic Lager,1.0,0.3265,dataset,fallback,NO
227385740-1,Budweiser Chelada Picante-25oz Can,Hard Beverage,Flavored Hard Beverages,1.0,0.4151,dataset,fallback,NO
1729915,Budweiser Chelada with Clamato Lager Beer - Original 25 oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
1729923,Budweiser Chelada with Clamato Lager Beer - Picante 25 oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
46870233-1,Budweiser Chelada-25oz Can,Hard Beverage,Flavored Hard Beverages,1.0,0.4444,dataset,fallback,NO
8ee9d0d4-519c-5bbf-a1a2-fc9f38e6d675,Budweiser Domestic Lager Beer (30 x 12 fl oz),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
4330097083,Budweiser Genuine American Style Lager Cans (12 oz x 12 ct),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
960088276,Budweiser Genuine Lager Beer In Cans - 3-25 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
217965922-1,Budweiser Gift Pack-12oz 6-Pack Bottle Gift,Beer,Variety Packs,1.0,0.3404,dataset,fallback,NO
15490901-3,Budweiser Keg-1/2 Keg,Hard Beverage,Flavored Hard Beverages,1.0,0.3077,dataset,fallback,NO
f327963e-d2ac-5347-b97d-8d64af4ca863,Budweiser King Of Beer (6 x 12 fl oz),Beer,Light Lager,1.0,0.3125,dataset,fallback,NO
96c157d0-d33a-50e8-a33b-b57c0b9ff171,Budweiser King Of Beers Domestic Lager Beer (12 x 16 fl oz),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
f69a1483-b43f-5567-b3ff-1bbcbceb8015,Budweiser King Of Beers Lager Beer (12 x 16 fl oz),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
30953732812,Budweiser King of Beers American Lager Bottles,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
10107216512,Budweiser King of Beers American Lager Bottles,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
34122069270,Budweiser King of Beers American Lager Cans,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
22322650764,Budweiser King of Beers American Lager Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
ce80ca9b-55b3-5f22-91a3-c2ace50467a1,"Budweiser Lager Beer (12 fl oz, 24 ct)",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
2f4f5d7b-4468-55e4-bb3f-210efc5445d5,Budweiser Lager Beer (24 x 12 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
3f7447f3-b48a-5fe8-b9a4-fb9e006edd18,Budweiser Lager Beer (3 x 25 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
5e3e6e28-a865-5ff1-9547-de084dfffcbf,Budweiser Lager Beer (30 x 12 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
c18a8d6d-5be8-502a-8772-5a566c2f8dbd,Budweiser Lager Beer (6 x 16 fl oz),Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
0001820011030,Budweiser Lager Beer 30 pk / 12 fl oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
15611240,"Budweiser Lager Beer 32 fl oz 1 Glass Bottle, Domestic Lager, 5% ABV",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
16306364,Budweiser Lager Beer 6 Pack,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
0001820096539,Budweiser Lager Beer Aluminum Bottles 15 pk / 16 fl oz,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
960074656,Budweiser Lager Beer Bottles - 15-16 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
960507112,Budweiser Lager Beer In Cans - 12-10 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
960507113,Budweiser Lager Beer In Cans - 24-10 Fl. Oz.,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
970492848,Budweiser Lager Beer Keg - 15.5 Gallon,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
4330077062,Budweiser Lager Cans (12 oz x 18 ct),Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
33469425,Budweiser Lager Domestic Beer 8 Pack 16 fl oz Aluminum Bottles 5.0% ABV,Non-alcoholic Beer,Non-alcoholic Beer,1.0,0.1852,dataset,fallback,NO
704651894,Budweiser Limited Edition American Lager Cans,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
30953732821,Budweiser Limited Edition American Lager Cans,Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
960551036,Budweiser Nitro Reserve Gold Lager Cans - 6-12 Fl. Oz.,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
960088312,Budweiser Original Chelada Can - 25 Fl. Oz.,Hard Beverage,Flavored Hard Beverages,1.0,0.386,dataset,fallback,NO
704651994,Budweiser Premium American Lager Bottles,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
30953732834,Budweiser Premium American Lager Cans,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
960173975,Budweiser Select 4.3% ABV Light Beer In Bottles - 18-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
189011049,Budweiser Select 4.3% ABV Light Beer In Bottles - 6-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
189010405,Budweiser Select 4.3% ABV Light Beer In Cans - 30-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
107809122-2,Budweiser Select 55-12pk-12oz Cans,Beer,Light Lager,1.0,0.1935,dataset,fallback,NO
87600901-3,Budweiser Select American Light Beer-1/2 Keg,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
87600127-2,Budweiser Select American Light Beer-12pk-12oz Btls,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
87600122-2,Budweiser Select American Light Beer-12pk-12oz Cans,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
87600135-3,Budweiser Select American Light Beer-18-12oz Btls,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
87600119-3,Budweiser Select American Light Beer-18-12oz Cans,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
87600136-3,Budweiser Select American Light Beer-20-12oz Btls,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
87600151-3,Budweiser Select American Light Beer-20-16ozAlmBtl,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
87600123-3,Budweiser Select American Light Beer-24-12oz Cans,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
87600124-3,Budweiser Select American Light Beer-30-12oz Cans,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
87600126-2,Budweiser Select American Light Beer-6pk-12oz Btls,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
0001820007986,Budweiser Select Domestic Lager Beer,Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
0001820096671,Budweiser Select Light Beer,Beer,Light Lager,1.0,0.92,dataset,keyword,NO
960196893,Budweiser Select Light Beer 4.3% ABV In Cans - 24-12 Fl. Oz.,Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
15716429,"Budweiser Select Light Beer, 12 Pack 12 fl. oz. Aluminum Cans, 4.3% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
10984468,"Budweiser Select Light Beer, 12 Pack 12 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,dataset,keyword,NO
19500063,"Budweiser Select Light Beer, 18 Pack 12 fl. oz. Aluminum Cans, 4.3% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
16940112,"Budweiser Select Light Beer, 18 Pack 12 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
19500061,"Budweiser Select Light Beer, 20 Pack 12 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
261779868,"Budweiser Select Light Beer, 20 Pack 16 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Beer,Light Lager,1.0,0.92,batch_cache,keyword,YES
16940113,"Budweiser Select Light Beer, 24 Pack 12 fl. oz. Aluminum Cans, 4.3% ABV, Domestic Lager",Beer,Classic Lager,1.0,0.92,batch_cache,keyword,YES
