product_name,predicted_sub_category,category,source,confidence,sub_confidence,timestamp,corrected
"Angry Orchard Crisp Apple Hard Cider, 12 pack, 12 fl oz Glass Bottles, 5% ABV",Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Bud Light American Lager Beer-6pk-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Coors Light Beer American Style Light Lager 4.2% ABV Bottles - 24-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Light Mexican Lager Import Lower Calorie Beer,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Budweiser American Lager Beer 3 pk Cans 25 oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Coors Light American Lager Bottles,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Budweiser American Lager Beer-20-16ozAlmBtl,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
"Budweiser Select Light Beer, 30 Pack 12 fl. oz. Aluminum Cans, 4.3% ABV, Domestic Lager",Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
"Budweiser Select Light Beer, 18 Pack 12 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Four Peaks Bad Birdie In Cans - 6-12 FZ,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3225806451612903,2026-05-22T13:39:53,False
Corona Extra Import Mexican Lager Longneck Bottles,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Bud Light American Lager Beer in Bottles - 6 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
"Corona Extra Mexican Lager Beer, 6 pk 12 fl oz Bottles, 4.6% ABV",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Four Peaks Hop Knot IPA-1/6 Keg,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Bud Light American Light Lager Beer 12 fl oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Corona Premier-1/4 Keg,Cider,Hard Beverage,batch_cache,1.0,0.3636363636363636,2026-05-22T13:39:52,False
Cisco Gripah Grapefruit IPA-4pk-16oz Cans,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Bud Light American Lager Beer in Bottles - 20 - 16 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Coors Light-24oz Can,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Bud Light American Lager Beer in Cans - 15 - 16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Cisco Whales Tale Pale Ale-1/6 Keg,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Four Peaks Kilt Lifter-6pk-12oz Cans,Hard Seltzers,Hard Beverage,batch_cache,1.0,0.3720930232558139,2026-05-22T13:39:53,False
Coors Light American Style Light Lager Beer 4.2% ABV Cans - 24-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser American Lager Beer 18 pack 12 fl oz Aluminum Cans 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Sunbrew Citrus Cerveza Mexican Import Beer,Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.24,2026-05-22T13:39:52,False
"Dos Equis Mexican Lager Beer, 12 Pack, 12 fl oz Bottles 12 fl oz",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Busch American Lager Beer-30-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Corona Familiar-24-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.3783783783783784,2026-05-22T13:39:51,False
Budweiser American Lager Beer-1/4 Keg,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Angry Orchard Crisp Apple Hard Cider Beer 12 fl oz,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Budweiser American Lager Beer 3 pack 25 fl oz Aluminum Cans 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Bud Light Orange Beer Bottles - 6-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Coors Light American Lager Beer (24 fl oz),Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
"Bud Ice Premium Lager Beer, 6 pack 16 oz",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Corona Familiar Mexican Lager Beer (24 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Dos Equis Ambar Mexican Lager Beer Bottles,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Coors Light American Style Light Lager Beer 4.2% ABV Bottles - 20-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Bud Light American Lager Beer in Bottle - 20 - 12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
"Corona Premier Mexican Lager Beer, 6 pk 12 fl oz Bottles, 4.0% ABV",Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.2622950819672131,2026-05-22T13:39:52,False
"Goose Island Bourbon County Brand Stout, 2021-16.9oz Btl",Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:55,False
Beck's-6pk-12oz Btls,Variety Packs,Beer,batch_cache,1.0,0.3703703703703704,2026-05-22T13:39:46,False
Bud Light American Lager Beer in Bottles - 24 - 12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Coors Light-8pk-16oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Premier Mexican Lager Import Lower Calorie* Light Beer 12 fl oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
"Budweiser American Lager Beer 15 Pack, 16 fl oz Aluminum Bottles",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Extra Mexican Lager Import Beer,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Corona Extra The Original Import Mexican Lager Longneck Bottles,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Bud Light American Lager Beer in Cans 24 - 12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Corona Extra-24-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.411764705882353,2026-05-22T13:39:51,False
Budweiser American Lager Beer in Cans - 30 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Extra-18-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.411764705882353,2026-05-22T13:39:51,False
Stella Artois Cidre Hard Cider-6pk-12oz Btls,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Coors Light Beer American Style Light Lager 4.2% ABV Bottles - 6-7 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Light Mexican Lager Import Lower Calorie Beer 12 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Bud Light American Lager Beer in Bottles - 12 - 16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Coors Light Beer American Style Light Lager 4.2% ABV Cans - 20-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser American Lager Beer-24-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Coors Light-6pk-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Sunbrew-6pk-12oz Btls,Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.2857142857142857,2026-05-22T13:39:52,False
Coors Light-6pk-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Coors Light-24-16oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
"Busch American Lager Beer 30 Pack, 12 Fl Oz Cans 12 fl oz",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Corona Extra Mexican Lager Import Beer Can 24 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Budweiser Select American Light Beer-18-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Budweiser American Lager Beer 25 fl oz 1 Aluminum Can 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Sunbrew Citrus Cerveza Beer (6 x 12 fl oz),Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.1739130434782609,2026-05-22T13:39:52,False
Corona Premier Mexican Lager Import Lower Calorie Light Beer,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Coors Light Beer American Style Light Lager 4.2% ABV Cans - 36-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Golden Road Street Cart-6pk-12oz Cans,Ready to Drink,Hard Beverage,batch_cache,1.0,0.3555555555555555,2026-05-22T13:39:54,False
Budweiser American Lager Beer 16 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Coors Light American Lager Beer Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Carlsberg-4pk-16oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.35,2026-05-22T13:39:49,False
"Dos Equis Mexican Lager Beer, 6 Pack, 12 fl oz Bottles 12 oz",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Coors Light Beer American Style Light Lager 4.2% ABV Cans - 6-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Corona Extra Mexican Lager Beer (3 x 24 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Golden Road Mango Cart-6pk-16oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3773584905660377,2026-05-22T13:39:54,False
Budweiser Beer In Bottles - 20-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.2564102564102563,2026-05-22T13:39:48,False
Busch Ice American Lager Beer-12pk-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Corona Extra Mexican Lager Longneck Bottles,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Corona Sunbrew Citrus Cerveza Mexican Import Beer Bottles 12 fl oz,Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.2413793103448276,2026-05-22T13:39:52,False
Corona Extra Imported Mexican Lager Longneck Bottles,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Golden Road Ride On 10 Hop Hazy IPA-6pk-12oz Cans,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:54,False
Devils Backbone O'Fest Lager-1/6 Keg,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Angry Orchard Crisp Apple Hard Cider Beer,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Coors Light American-style Light Lager Beer 16 fl oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Bud Light American Lager Beer in Cans - 12 - 12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Beck's Pure Malt Beer (12 x 12 fl oz),Variety Packs,Beer,batch_cache,1.0,0.4242424242424242,2026-05-22T13:39:46,False
Franziskaner Hefeweizen Bottles - 6-12 Fl. Oz.,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:54,False
Budweiser American Lager Beer-30-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer-24-10oz Can,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer in Cans - 12 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Bud Light American Lager Beer-20-16ozAlmBtl,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Angry Orchard Crisp Light Apple Hard Cider Beer,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Busch American Lager Beer-18-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Coors Light American-style Light Lager Beer 6 Pack,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
"Budweiser Select Light Beer, 6 Pack 12 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Coors Light Beer American Style Light Lager 4.2% ABV Cans - 12-8 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Coors Light American-style Light Lager Beer,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser American Lager Beer-36-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
"Bud Ice Premium Lager Beer, 30 pack 12 oz",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Budweiser American Lager Beer-12pk-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer (3 x 25 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
"Corona Extra Mexican Lager Beer, 18 pk 12 fl oz Bottles, 4.6% ABV",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Bud Light Lime American Lager Beer in Cans - 18 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Budweiser American Lager Beer-Pack,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Angry Orchard Crisp Apple Hard Cider-6pk-12oz Cans,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Corona Extra-24-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.3529411764705882,2026-05-22T13:39:51,False
Coors Light Beer American Style Light Lager 4.2% ABV Cans - 3-24 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Bud Light NEXT Lager American Beer 12 fl oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Golden Road Belgian White-6pk-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.3636363636363636,2026-05-22T13:39:54,False
Budweiser American Lager Can,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
"Budweiser Beer, 15 Pack 16 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Four Peaks Pumpkin Porter-6pk-12oz Btls,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Bud Light American Lager Beer in Cans - 18 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Golden Road Mango Cart-6pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3773584905660377,2026-05-22T13:39:54,False
Corona Extra Mexican Lager Import Beer 12 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Budweiser Select American Light Beer-6pk-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Budweiser Beer Cans - 24 x 12 fl oz,Light Lager,Beer,batch_cache,1.0,0.2222222222222223,2026-05-22T13:39:48,False
Bud Light American Lager Beer-8pk-16oz AlmBtls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Coors Light-1/4 Keg,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser King of Beers American Lager Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Corona Premier-18-12oz Btls,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3043478260869565,2026-05-22T13:39:52,False
"Topo Chico Sabores Lime with Mint Extract 12oz, 8pk",Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.2142857142857143,2026-05-22T13:39:45,False
Budweiser American Lager Beer-8pk-16oz AlmBtls,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Corona,Craft Beer,Beer,batch_cache,1.0,0.5454545454545454,2026-05-22T13:39:51,False
Corona Premier-24-12oz Cans,Hard Seltzers,Hard Beverage,batch_cache,1.0,0.3333333333333332,2026-05-22T13:39:52,False
Corona Extra Mexican Lager Beer (24 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Four Peaks Kilt Lifter-6pk-12oz Btls,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.339622641509434,2026-05-22T13:39:53,False
Budweiser American Lager Beer-6pk-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Coors Light American Style Light Lager Beer 4.2% ABV Cans - 30-12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Elysian Dank Dust India Pale Ale Beer Bottle - 6-12 Fl. Oz.,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Budweiser American Lager Beer in Cans - 6 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Coors Light-24-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser American Lager Beer 12 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Budweiser American Lager Beer-15pk-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Corona Premier Mexican Lager Light Beer Cans 12 fl oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Budweiser American Lager Beer in Cans - 24 - 16 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Devils Backbone Vienna Lager-1/6 Keg,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Corona Premier Mexican Lager Import Lower Calorie Light Beer 12 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Bud Light Lager Can (25 oz x 3 ct),Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Bud Light American Light Lager Beer,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
"Dos Equis Mexican Lager Beer, 6 Pack, 12 fl oz Bottles",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Coors Light-15pk-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
"Corona Light Mexican Lager Import Lower Calorie Light Beer, 12 pk 12 oz",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
"Dos Equis Mexican Lager Beer, 24 Pack, 12 fl oz Bottles",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
"Budweiser Beer, 18 Pack 16 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer-12pk-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer 6 pack 16 fl oz Aluminum Cans 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Bud Light Lime American Lager Beer in Bottle - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Bud Light American Lager Beer-25oz Can,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Coors Light American Lager Beer (12 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Corona Light Mexican Lager Light Beer Bottles,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Corona Extra Coronita-6pk-7oz Btls,Variety Packs,Beer,batch_cache,1.0,0.3333333333333332,2026-05-22T13:39:51,False
Budweiser Lager Beer (24 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Angry Orchard Hard Cider Summer Party Pack Variety Beer 12 fl oz,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Corona Extra Coronita Mexican Lager Import Beer 7 fl oz,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
"Dos Equis Mexican Import Lager Beer, 6 pack, 12 fl oz Bottles, 4.2% ABV",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Corona Premier Mexican Lager Light Beer Bottles 12.00 fl oz,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Budweiser American Lager Beer 36 pack 12 fl oz Aluminum Cans 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Budweiser American-Style Lager Beer (18 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Bud Light Beer Bottles - 8-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Goose Island 312 Urban Wheat-1/6 Keg,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:54,False
Coors Light Lager Beer (6 x 16 fl oz),Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Coors Light-24-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser Select American Light Beer-24-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Bud Light Lime American Lager Beer in Bottles - 30 - 12 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Extra-18-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.3529411764705882,2026-05-22T13:39:51,False
"Budweiser Select Light Beer, 20 Pack 16 fl. oz. Glass Bottles, 4.3% ABV, Domestic Lager",Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Budweiser Lager Beer In Cans - 24-10 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser Limited Edition American Lager Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Golden Road Mango Cart-15pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3773584905660377,2026-05-22T13:39:54,False
"Budweiser Beer, 20 Pack Beer, 12 fl oz Aluminum Cans, 5.0 % ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer in Bottles - 20 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Busch American Lager Beer-24-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Budweiser American Lager Beer-20-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer-18-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Corona Mexican Lager Beer (12 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Budweiser Lager Beer (6 x 16 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer-18-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer-1/6 Keg,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Corona Extra-6pk-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.3636363636363636,2026-05-22T13:39:51,False
Corona Premier Mexican Lager Light Beer (12 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Four Peaks Kilt Lifter-1/6 Keg,Hard Seltzers,Hard Beverage,batch_cache,1.0,0.368421052631579,2026-05-22T13:39:53,False
Coors Light-18-16oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Angry Orchard Crisp Imperial Hard Cider Beer 12 fl oz,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
"Budweiser Select Light Beer, 18 Pack 12 fl. oz. Aluminum Cans, 4.3% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Corona Light Mexican Lager Light Beer Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
"Budweiser Beer, 24 Pack 10 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Budweiser American Lager Beer-6pk-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Coors Light-20-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Angry Orchard Crisp Apple Hard Cider-12pk-12oz Cans,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Budweiser Select American Light Beer-30-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Goose Island 312 Urban Wheat-6pk-12oz Btls,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:54,False
Bud Light American Lager Beer in Cans - 24 - 16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
"Budweiser Beer, 20 Pack Beer, 16 fl oz Glass Bottles, 5% ABV, Domestic Lager",Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.1509433962264151,2026-05-22T13:39:48,False
Bud Light American Lager Beer in Bottles - 12 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Bud Light Lager Cans (12 oz x 18 ct),Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Duke Cannon Beer Soap Busch Sandalwood - 10OZ,Variety Packs,Beer,batch_cache,1.0,0.2083333333333333,2026-05-22T13:39:53,False
152 Budweiser Bottle,Light Lager,Beer,batch_cache,1.0,0.2580645161290323,2026-05-22T13:39:45,False
